"","site","date","temperature (degrees C)","Spec_Cond (mS)","DO_sat (% sat)","DO (mg/L)","pH (pH)","ORP (mV)","Turbidity (NTU)","Chlor (ug/L)","SSC (mg/L)","Alkalinity (mg CaCO3/L)","DOC_R5 (mg/L)","DOC_Awberc (mg/L)","TOC_R5 (mg/L)","TOC_Awberc (mg/L)","Fluoride (mg/L)","Chloride (mg/L)","Bromide (mg/L)","Nitrate (mg/L)","Orthophosphate (mg/L)","Sulfate (mg/L)","Ammoniacal_nitrogen (mg/L)","DIN (mg/L)","TKN (mg/L)","TDP (mg/L)","TP (mg/L)","Aluminum_dissolved","Calcium (mg/L)","Copper_dissolved (ug/L)","Iron_dissolved (mg/L)","Magnesium (mg/L)","Manganese_dissolved (mg/L)","Potassium (mg/L)","Sodium (mg/L)","Zinc_dissolved (ug/L)","Aluminum_total (mg/L)","Copper_total (mg/L)","Iron_total (mg/L)","Manganese_total (mg/L)","Zinc_total (ug/L)","Flow_condition"
"79","CON",2006-09-12 12:35:00,"19.93","0.384",96.5,8.78,7.91,181,737,NA,"804","83",12.9,NA,"15.9",NA,NA,42.2,"1.98","3.95","0.7",20.7,"0.14","0.85","3.28","0.26","3.13","0.0941","28.7","nd","0.112",3.92,"0.00436","3.69",26.3,"13.8","18.4","27.5","29.9","1.41","132","Storm"
"80","CON",2006-09-12 14:35:00,"19.84","0.356",96.1,8.76,7.95,199,132.2,NA,"119","90",15.5,NA,"12.7",NA,NA,36,"0.28","7","0.74",24.4,"0.11","1.49","1.29","0.25","0.68","0.0795","37.6","1.94","0.101",5.06,"0.00329","4.02",22,"18.3","6.33","6.88","5.55","0.234","42.6","Storm"
"81","CON",2006-09-12 20:35:00,"19.61","0.491",92,8.42,8.03,198,41,NA,"35.8","140",16.5,NA,"15.7",NA,NA,52.4,"0.34","6.55","0.58",35.2,"0.11","1.68","1.03","0.22","0.36","nd","57.6","nd","0.0378",8.58,"0.00145","4.18",31.1,"21.3","1.61","2.14","1.77","0.0844","29.5","Storm"
"82","CON",2006-09-13 02:35:00,"19.07","0.532",93.8,8.67,8.07,211,57,NA,"139","170",10.9,NA,"16.5",NA,NA,50.6,"0.02","6.88","0.62",41.2,"nd","1.69","1.26","0.22","0.7","nd","66.9","nd","0.0174",10.2,"0.00117","4.42",29,"24.3","4.38","5.99","5.48","0.238","47.1","Storm"
"83","CON",2007-02-20 09:45:00,"-0.28","4.433",105,15.2,7.52,373,8.2,NA,"8.66","180",10.6,NA,"17.5",NA,NA,1320,"0.25","5.25","0.51",78.1,"0.46","1.23","0.996","0.19","0.23","nd","155","5.53","0.0185",23.4,"0.0165","6.53",645,"42.2","0.493","6.1","0.373","0.0296","42.9","Storm"
"84","CON",2007-03-01 09:00:00,"3.29","1.524",108,14.4,7.83,356,18.7,NA,NA,"nd",5.3,NA,"7.5",NA,NA,304,"0.07","4.73","0.41",67.4,"nd","1.07","0.43","0.15","0.22","nd","99.5","1.54","nd",15.1,"0.009","3.17",160,"32.3","1.12","2.37","0.805","0.0255","34.4","Storm"
"85","CON",2007-03-01 10:40:00,"3.69","1.453",99.6,13.1,7.93,329,25.8,NA,NA,"16",12.9,NA,"15.9",NA,NA,304,"0.07","4.61","0.49",63.5,"0.09","1.03","0.588","0.2","0.27","0.391","96.4","2.23","0.331",14.8,"0.015","3.52",154,"35.2","1.35","2.88","0.976","0.0278","36.5","Storm"
"86","CON",2007-03-01 14:50:00,"4.92","1.174",101,12.87,7.96,306,25,NA,NA,"22",13.9,NA,"17.3",NA,NA,233,"0.05","4.46","0.44",50.9,"nd","0.96","0.584","0.15","0.24","0.112","78.6","1.95","0.126",11.6,"0.00826","2.74",120,"25.8","1.64","2.56","1.18","0.025","27.6","Storm"
"87","CON",2007-03-15 10:09:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200",16.9,NA,"16.9",NA,NA,303,"0.08","3.85","0.47",78.9,"nd","0.87","0.568","0.14","0.27","0.0665","105","3.31","0.115",16.6,"0.00804","3.97",161,"37.3","2","4.43","1.86","0.0716","47.1","Storm"
"88","CON",2007-03-15 12:09:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,"190",15.2,NA,"12.3",NA,NA,312,"0.08","3.87","0.47",72.6,"nd","0.87","0.699","0.14","0.32","nd","98.4","2.2","0.0263",16.1,"0.00811","3.75",161,"35.6","2.96","4.56","2.58","0.0918","48.7","Storm"
"89","CON",2007-03-15 14:09:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,"170",14.9,NA,"15.2",NA,NA,282,"0.08","3.84","0.41",65.2,"nd","0.85","0.567",NA,"0.28","0.0829","89.8","3.12","0.086",14.5,"0.00737","3.02",141,"27.7","3.27","4.64","2.28","0.0653","37.7","Storm"
"90","CON",2007-04-03 17:00:00,"18.11","0.941",92.7,8.73,8.21,252,6.7,2.1,NA,"260",16.2,NA,"13.5",NA,NA,175,"0.08","0.71","0.37",99.8,"nd","0.23","0.254","0.11","0.21","0.0461","115","1.84","nd",19.8,"0.0029","2.9",77.2,"35.3","0.389","nd","0.412","0.0219","44.3","Storm"
"91","CON",2007-04-03 19:00:00,"17.22","0.881",87.3,8.38,8.08,248,33.2,2.9,NA,"240",16.3,NA,"19.9",NA,NA,160,"0.07","1.2","0.37",88.6,"0.07","0.23","0.47","0.11","0.21","nd","106","1.97","0.0161",18.1,"0.00373","2.71",71.1,"29.5","1.42","nd","1.58","0.0738","38.5","Storm"
"92","CON",2007-04-03 20:00:00,"15.97","0.468",97.9,9.65,8,238,487.5,17.9,NA,"130",15.2,NA,"18.2",NA,NA,84.1,"0.04","2.4","0.6",42.3,"0.14","0.53","3.15","0.19","2.23","nd","51.1","3.25","0.0381",8.25,"0.00601","2.7",42.1,"19.1","15.2","23","21.5","0.989","118","Storm"
"93","CON",2007-04-03 21:00:00,"15.33","0.495",99.3,9.93,7.91,247,467.1,25,NA,"110",16.8,NA,"19.2",NA,NA,71.7,"0.03","2.51","0.59",30.3,"0.15","0.58","3.16","0.18","2.05","0.062","42.3","3.48","0.0758",6.27,"0.00441","2.55",36.8,"16.4","15.6","18.8","20.9","0.751","92.9","Storm"
"94","CON",2007-04-04 02:00:00,"13.8","0.625",97.8,10.11,7.97,263,83.3,6.4,NA,"160",16.3,NA,"19",NA,NA,76.6,"0.04","3.73","0.44",43.3,"nd","0.84","0.815","0.16","0.34","0.0666","66.7","2.61","0.0871",9.75,"0.00631","2.4",36.9,"21.9","3.76","5.07","3.09","0.0798","32.1","Storm"
"95","CON",2007-06-19 10:40:00,"19.9","1.077",19.2,1.74,7.64,-146,10.5,2.5,"28.41823","260",17.3,NA,"13.3",NA,NA,156,"0.15","0.48","0.63",63.1,"nd","0.1","0.829","0.21","0.33","nd","113","2.08","nd",20.7,"0.4","4.42",84.3,"17.2","0.585","2.29","0.586","0.423","22.9","Storm"
"96","CON",2007-06-19 16:00:00,"20.76","0.958",32.9,2.94,7.7,-88,183.9,9.6,"169.4105","20",20.6,NA,"18.6",NA,NA,144,"0.13","1.45","0.66",59,"0.12","0.32","1.08","0.23","0.7","0.0655","97.5","2.33","0.054",17.9,"0.198","4.36",73.5,"16.8","7.08","7.84","6.48","0.474","41.5","Storm"
"97","CON",2007-07-19 13:34:00,NA,NA,NA,NA,NA,NA,NA,NA,"288.9016","180",11.9,NA,"8.4",NA,NA,127,"0.08","0.84","0.5",38,"nd","0.2","1.12","0.19","0.87","0.0427","73","3","0.045",13.3,"0.00234","4.31",65.5,"8.92","8.38","9.75","9.01","0.436","49.1","Storm"
"98","CON",2007-07-19 15:37:00,NA,NA,NA,NA,NA,NA,NA,NA,"327.5606","180",13.1,NA,"11.7",NA,NA,118,"0.07","1","0.53",36.3,"nd","0.24","1.64","0.24","1.09","nd","69.2","2.27","nd",12.4,"0.000504","4.02",62.3,"11","9.41","11.2","11.2","0.53","50.8","Storm"
"99","CON",2007-07-19 19:37:00,NA,NA,NA,NA,NA,NA,NA,NA,"190.3553","100",12.3,NA,"10.8",NA,NA,66.4,"0.41","3.27","0.58",21.2,"0.08","0.79","1.28","0.19","0.79","nd","37.2","2.99","0.0313",5.38,"0.000833","3.19",41.3,"5.92","7.43","9.27","7.56","0.296","38.6","Storm"
"100","CON",2007-07-19 23:37:00,NA,NA,NA,NA,NA,NA,NA,NA,"59.62607","130",13.9,NA,"9.9",NA,NA,87.5,"0.31","2.83","0.6",25.6,"nd","0.68","0.753","0.21","0.44","nd","49.2","2.71","0.034",7.41,"0.000868","3.48",50.9,"7.28","2.78","4.63","2.57","0.0999","18.8","Storm"
"101","CON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Storm"
"102","CON",2007-12-02 16:30:00,NA,NA,NA,NA,NA,NA,NA,NA,"303.4753","150",13.6,NA,"11.7",NA,NA,81.8,"0.038","3.56","0.65",138,"u",NA,"1.96","0.2","1.09","6.42","79.6","13.1","7.81",13.8,"0.404","5.02",47.4,"85.8","u","u","u","0.0062","36.6","Storm"
"103","CON",2007-12-02 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,"305.3533","76",17.6,NA,"17.2",NA,NA,21.3,"u","5.58","0.9",26,"u",NA,"2.22","0.28","1.28","7.84","40.3","10.2","9.05",6.42,"0.382","4.4",12.8,"58.2","0.0651","u","0.109","0.0174","22.6","Storm"
"104","CON",2007-12-02 22:30:00,NA,NA,NA,NA,NA,NA,NA,NA,"50.43384","110",17.7,NA,"16.7",NA,NA,30.5,"u","11.7","0.74",38,"u",NA,"1.2","0.25","0.48","2.29","51.3","3.9","2.12",6.88,"0.0743","3.19",18,"39.9","0.0661","2","0.0882","0.0153","32.1","Storm"
"105","CON",2007-12-03 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,"10.80432","160",19,NA,"13.8",NA,NA,50.2,"u","12.4","0.6",57.1,"u",NA,"0.916","0.2","0.3","0.842","72","2","0.771",10.6,"0.0277","3.12",28.6,"34.9","0.247","1.7","0.255","0.0143","36.8","Storm"
"106","CON",2008-02-26 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"10.39501","190",3.8,NA,"3.8",NA,NA,592,"0.1","5.5","0.32",75.3,"nd","1.21","0.33","0.11","0.13","nd","123","4.1","0.0162",18.9,"0.0058","3.3",319,"33.1","0.198","4.74","18.3","0.0165","36.6","Storm"
"107","CON",2008-02-26 03:30:00,NA,NA,NA,NA,NA,NA,NA,NA,"52.08333","160",4.6,NA,"5.4",NA,NA,558,"0.088","5.26","0.49",60,"0.11","1.18","0.799","0.15","0.29","nd","95.3","4.7","0.0215",14.5,"0.0101","3.32",293,"23.8","1.55","5.45","1.85","0.0721","39","Storm"
"108","CON",2008-02-26 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"69.28105","130",4.7,NA,"6.1",NA,NA,455,"0.069","5.12","0.55",48.6,"0.12","1.18","0.958","0.34","0.34","nd","83.3","2.9","0.0322",13,"0.0098","2.9",230,"23.6","2.07","6.32","2.55","0.0962","40.6","Storm"
"109","CON",2008-02-26 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,"70.85987","120",5.3,NA,"6.8",NA,NA,352,"0.052","5.41","0.51",38,"0.1","1.21","0.812","0.17","0.36","0.0385","68.5","3.6","0.0952",8.6,"0.0108","2.37",185,"24","2.54","6.62","2.89","0.0958","39.8","Storm"
"110","CON",2008-02-26 03:30:00,NA,NA,NA,NA,NA,NA,NA,NA,"9.143407","130",5.6,NA,"5.7",NA,NA,218,"0.041","7.2","0.44",40.4,"0.07","1.61","0.564","0.16","0.26","nd","67.2","2.7","0.0481",8.52,"0.0094","2.28",123,"18.5","1.18","3.82","1.16","0.0329","27.4","Storm"
"111","CON",2008-03-27 02:00:00,"8.84","0.723",90.5,10.48,7.74,250,16.2,2.8,"3.893215","200",3.9,NA,"3.3",NA,NA,103,"0.045","2.47","0.33",70.2,"nd","0.58","0.269","0.13","0.16","nd","92.5","nd","nd",14.1,"0.0015","2.69",59.9,"5.5","0.286","2.3","0.412","0.0164","12.3","Storm"
"112","CON",2008-03-27 03:30:00,"8.3","0.597",94.8,11.13,7.68,220,105.2,5.3,"44.75138","190",3.8,NA,"3.5",NA,NA,103,"0.041","2.54","0.28",64.1,"nd","0.58","0.438","0.12","0.25","nd","85.2","1.5","0.0196",12.9,"0.0027","2.49",59.5,"5.6","0.986","2.5","1.37","0.0616","12.6","Storm"
"113","CON",2008-03-27 05:00:00,"7.84","0.458",97.1,11.53,7.5,201,328.6,14,"147.7886","140",5.5,NA,"4.6",NA,NA,109,"0.031","2.7","0.35",48.5,"nd","0.63","0.722","0.14","0.61","nd","61.9","nd","0.0344",8.93,"0.0057","2.51",64.5,"nd","4.74","7.61","5.95","0.21","33.2","Storm"
"114","CON",2008-03-27 06:30:00,"7.49","0.346",96.6,11.58,7.37,221,149,8.9,"259.1362","83",8.3,NA,"6.2",NA,NA,43.9,"nd","2.61","0.49",22.9,"0.07","0.62","0.954","0.21","0.85","0.0349","35.7","nd","0.104",4.92,"0.0095","1.87",28.3,"nd","7.3","9.29","9.89","0.29","40.4","Storm"
"115","CON",2008-03-27 09:30:00,"7.61","0.278",96.4,11.52,7.44,222,67.3,5.5,NA,"100",7.8,NA,"6.1",NA,NA,41.2,"nd","4.06","0.43",25,"0.06","0.95","0.743","0.19","0.39","0.111","41.8","nd","0.17",5.48,"0.0099","1.85",25.9,"nd","2.91","3.54","3.53","0.0819","16.7","Storm"
"116","CON",2008-04-28 18:30:00,"13.25","0.93",83.8,8.75,8.14,35,14.1,1.8,"16.48352","210",5,NA,"5.6",NA,NA,108,"0.055","1.95","0.33",82.5,"0.14","1.24","0.269","0.13","0.2","nd","102","1.9","nd",17.7,"0.003","2.88",60.6,"6.1","0.452","1.84","0.666","0.0292","7.55","Storm"
"117","CON",2008-04-28 20:00:00,"12.71","0.885",91.9,9.72,8.19,33,74.4,4.1,"59.34195","210",5.4,NA,"6.4",NA,NA,108,"0.056","1.96","0.32",78.6,"0.15","0.51","0.412","0.13","0.35","nd","95.7","2","0.0324",16.5,"0.0051","2.81",58.8,"5.7","1.26","4.54","1.92","0.0966","15.1","Storm"
"118","CON",2008-04-28 21:30:00,"12.03","0.819",95.1,10.21,8.21,33,46.5,4.6,"52.96714","200",5.9,NA,"6.1",NA,NA,88.7,"0.05","3.24","0.39",70.8,"0.15","0.75","0.932","0.15","0.37","nd","88.4","2.7","0.0194",15.2,"0.005","2.91",47.7,"5.1","1.17","5.42","1.81","0.0776","13.7","Storm"
"119","CON",2008-04-28 23:00:00,"11.42","0.799",93.7,10.21,8.18,34,30.8,4.2,"34.12218","190",5.8,NA,"5.6",NA,NA,96.1,"0.044","3.27","0.36",67.7,"0.08","0.68","0.281","0.14","0.27","nd","85.8","2.9","0.0194",14.6,"0.0037","2.79",55.9,"6.8","0.778","3.7","1.17","0.0477","10.3","Storm"
"120","CON",2008-04-29 05:00:00,"9.87","0.902",91.9,10.38,8.14,39,12.5,2.8,"11.21404","210",5.1,NA,"5.1",NA,NA,116,"0.062","2.72","0.32",73.4,"0.09","0.61","nd","0.15","0.17","nd","93","nd","0.0177",15.8,"0.0024","2.64",63.7,"5","0.373","1.97","0.606","0.025","7.96","Storm"
"121","CON",2008-07-08 22:00:00,"19.46","0.608",66.1,6.06,7.53,-104,11.1,13.8,"16.00413",NA,5.1,NA,"4.4",NA,NA,109,"0.076","1.44","0.61",55.7,"nd","0.29","0.276","0.2","0.24","nd","85.9","3.4","0.184",13.9,"0.0055","4.7",62.2,"5.3","0.662","4.16","0.703","0.0324","7.85","Storm"
"122","CON",2008-07-09 10:00:00,"18.83","0.775",71.3,6.62,7.52,-99,0.2,1.4,"15.78192",NA,4.2,NA,"5",NA,NA,95.5,"0.077","1.41","0.61",54.8,"nd","0.32","0.195","0.22","0.25","nd","85.6","3","nd",14.1,"0.0041","4.6",62.2,"nd","0.752","3.34","0.652","0.0278","7.68","Storm"
"123","CON",2008-07-09 11:30:00,"21.23","0.315",88.7,7.86,7.73,-95,68.9,12.7,"89.33718",NA,4.8,NA,"7.2",NA,NA,93.8,"0.074","1.56","0.63",55.6,"nd","0.32","0.508","0.22","0.41","nd","81.4","2.9","0.0067",13.4,"0.0116","4.57",58.8,"nd","2.55","5.64","2.89","0.117","15.9","Storm"
"124","CON",2008-07-09 13:00:00,"21.42","0.314",86.1,7.6,7.65,-76,28,8.1,"36.72457",NA,5,NA,"5.6",NA,NA,91.6,"0.07","1.93","0.62",54,"nd","0.39","0.417","0.22","0.3","nd","79.4","3.3","0.0064",12.9,"0.0031","4.56",59.5,"nd","1.21","4.36","1.29","0.0531","9.05","Storm"
"125","CON",2008-07-09 14:30:00,"20.74","0.34",81.9,7.33,7.57,-82,18.3,8.2,"45.91837",NA,5,NA,"5.7",NA,NA,93.4,"0.073","1.94","0.6",55.9,"nd","0.4","0.468","0.21","0.33","nd","82.6","3.4","0.0058",13.4,"0.0032","4.74",63,"nd","1.23","4.61","1.52","0.0695","10.4","Storm"
"126","CON",2008-11-12 21:00:00,"7.55","0.824",70.9,8.47,7.4,229,5.6,3.9,"3.45543","180",3.7,NA,"3.6",NA,NA,103,"0.072","0.63","0.76",80.9,"0.05","0.12","nd","0.23","0.25","nd","76.2","2.9","0.0085",14.1,"0.0075","4.45",74.6,"7","0.272","3.61","0.246","0.0141","8.04","Storm"
"127","CON",2008-11-13 01:30:00,"7.71","0.792",76.2,9.06,7.44,212,13.1,4.5,"10.52632","170",5.7,NA,"5.1",NA,NA,98.8,"0.065","1.11","1",76.9,"nd","0.23","0.309","0.32","0.36","nd","70.4","0.0055","0.0134",13.2,"0.0121","4.71",69.2,"8.4","0.678","5.6","0.627","0.0311","10.7","Storm"
"128","CON",2008-11-13 06:00:00,"8.32","0.772",86.9,10.19,7.55,234,15.3,6,"9.28433","170",5.4,NA,"5.4",NA,NA,93.5,"0.067","0.95","0.9",97.5,"nd","0.21","0.317","0.32","0.36","0.333","71.4","11.9","0.38",13.9,"0.0286","6.63",67.5,"8.2","0.65","4.82","0.708","0.0418","11.9","Storm"
"129","CON",2008-12-09 14:30:00,"2.76","2.874",99.9,13.4,7.79,218,126.7,11.7,"134.6899224806","120",9.1,6.35,"14.1",7.883,NA,871,"0.11","4.45","0.63",50.6,"0.25","0.85","1.35","0.24","0.68","0.0449","115","109","0.0456",19.7,"0.0678","7.82",417,"55.2","3.34","12.9","4.11","0.256","58.2","Storm"
"130","CON",2008-12-09 17:30:00,"4.29","1.321",97.6,12.65,7.84,227,28.5,9.6,"15.9271899886","100",8.3,5.999,"7.2",7.043,NA,341,"0.065","4.19","0.6",50.2,"0.4","0.89","0.978","0.22","0.35","nd","66.4","10","0.0544",12.5,"0.0231","5.42",170,"8.9","1.18","6.57","1.14","0.068","18.6","Storm"
"131","CON",2008-12-09 20:30:00,"5.1","1.398",95.5,12.11,7.79,230,17.8,8.5,"15.5579399142","100",7.6,5.77,"8.2",6.816,NA,357,"0.057","4.37","0.54",49.2,"0.3","0.96","0.741","0.21","0.29","nd","69.6","4.4","0.0531",12.9,"0.0173","5.26",177,"19.8","0.745","4.46","0.737","0.0416","13","Storm"
"132","CON",2008-12-10 04:00:00,"5.7","1.299",91.6,11.44,7.77,241,10.6,6.2,"9.2831356369","120",6.9,5.636,"6.5",6.279,NA,307,"0.051","4.22","0.51",58.1,"0.19","1","0.523","0.2","0.24","nd","77.8","4","0.0289",14.1,"0.0061","4.83",152,"9.7","0.437","6.02","0.0289","0.0061","9.7","Storm"
"133","CON",2009-02-11 07:00:00,"6.28","1.039",102.1,12.58,7.94,207,129.2,12.5,"89.5123580494","110",7.3,6.381,"11.9",6.577,NA,226,"0.044","5.9","0.42",37.5,"nd","1.39","1.22","0.15","0.54","0.0601","57.6","nd","0.0795",7.73,"0.0084","2.91",132,"13.4","4.97","4.66","4.36","0.127","37.8","Storm"
"134","CON",2009-02-11 13:00:00,"7.6","0.989",103.6,12.35,8.03,202,24.7,7.1,"8.9086859688","120",7.8,6.772,"7.8",6.71,NA,197,"0.042","8.6","0.38",42,"nd","2","0.693","0.13","0.23","0.0645","61.7","2.9","0.0921",8.23,"0.0064","2.66",111,"11.8","1.03","nd","0.919","0.0226","15.2","Storm"
"135","CON",2009-02-11 17:30:00,"7.41","0.904",101.5,12.16,7.95,201,57.4,8.8,"48.4149855908","110",8.6,7.213,"11.2",7.169,NA,176,"0.036","6.92","0.42",36,"nd","1.62","0.886","0.15","0.36","0.0744","52.9","1.7","0.0885",6.95,"0.0101","2.51",101,"12.3","2.84","2.6","0.157","0.0112","11.9","Storm"
"136","CON",2009-02-11 19:00:00,"6.9","0.839",102.1,12.39,7.92,208,63.8,7,"37.1602884082","100",9.8,9.936,"10.4",7.547,NA,160,"0.03","7.23","0.42",34,"nd","1.61","0.913","0.23","0.35","0.103","52.3","2.6","0.157",6.77,"0.0112","2.51",94.6,"11.9","2.9","4.07","2.48","0.0623","24.4","Storm"
"137","CON",2009-02-11 22:00:00,"6.54","0.819",102.4,12.54,7.93,217,39.7,7.8,"13.3630289532","100",9.5,7.82,"8.7",7.2,NA,150,"0.033","8.71","0.43",37,"nd","1.98","0.775","0.15","0.27","0.0902","54.9","2","0.136",7.11,"0.0082","2.51",85,"12.7","1.98","1.69","1.56","0.036","18","Storm"
"138","CON",2009-03-18 21:00:00,"12.64","1.253",9.44,0.089,8.05,216,3.2,2.5,"4.1194644696","240",NA,4.702,NA,4.22,NA,NA,NA,NA,NA,NA,"nd","64.5","0.838","0.06","0.23","0.0487","94.1","nd","0.0081",18,"0.0031","3.83",118,"17.2","0.164","nd","0.159","0.0102","18.6","Storm"
"139","CON",2009-03-18 22:30:00,"12.44","1.255",9.46,0.089,8.02,220,3,2,"155.325443787","210",NA,5.369,NA,4.619,NA,184,"0.075","1.2","0.28",83.4,"nd","29.6","1.76","0.09","0.61","0.045","80.6","2","0.0203",15.2,"0.0171","3.33",103,"15.4","4.13","5.83","4.68","0.264","40.3","Storm"
"140","CON",2009-03-19 00:00:00,"12.18","1.155",10.02,0.108,8.01,195,19.7,5.4,"85.1688693098","160",NA,7.25,NA,5.602,NA,140,"0.055","2.09","0.28",56,"nd","29.4","1.52","0.07","0.34","0.0476","54.5","1.8","0.0377",11.2,"0.0193","3.25",83.6,"12.6","3.74","3.44","3.2","0.128","27.1","Storm"
"141","CON",2009-03-19 01:30:00,"11.44","0.822",11.99,0.188,8.06,157,100.8,13.7,"42.8169014085","170",NA,7.099,NA,5.48,NA,162,"0.059","2.31","0.29",57.7,"nd","28","1.18","0.09","0.27","0.0388","59.7","1.6","0.0358",11.9,"0.0114","3.53",94.5,"13.8","2.21","2.86","1.83","0.0729","23.7","Storm"
"142","CON",2009-03-19 07:30:00,"10.32","1.007",11.66,0.125,7.95,215,22.4,6,"8.4745762712","200",NA,6.039,NA,5.344,NA,172,"0.063","2.28","0.28",61.4,"nd","29","0.928","0.05","0.27","0.0466","74","nd","0.029",13.8,"0.0066","3.05",98.5,"14.9","0.731","nd","0.574","0.0219","15.9","Storm"
"143","CON",2009-04-28 12:30:00,"17.37","0.982",103.3,9.88,8.64,218,10.8,2.6,"14.3020594966","230",3.7,3.684,"3.4",3.73,NA,123,"0.068","3.15","0.43",84.1,"nd","0.6","0.711","0.15","0.15","0.0358","103","1.6","0.0086",18.6,"0.0032","3.52",75.3,"22.7","0.414","nd","0.428","0.0249","23.6","Storm"
"144","CON",2009-04-28 14:00:00,"17.49","0.978",101.6,9.69,8.69,216,13.2,2.8,"17.7345537757","230",4.1,3.671,"3.2",3.765,NA,123,"0.068","3.13","0.46",79.8,"nd","0.61","0.574","0.14","0.16","0.0434","104","2","0.0116",18.7,"0.0037","3.59",75.3,"21.8","0.444","2.12","0.524","0.0318","22.9","Storm"
"145","CON",2009-04-28 17:00:00,"17.56","0.956",98.6,9.4,8.71,216,12,2.7,"17.0068027211","230",4.4,3.724,"3.2",3.587,NA,117,"0.071","3.11","0.44",80,"nd","0.61","0.63","0.15","0.17","0.0502","105","2.1","0.0125",19,"3.6","3.6",73.4,"22","0.413","3.03","0.52","0.0284","23.6","Storm"
"146","CON",2009-04-28 18:30:00,"17.69","0.948",98,9.31,8.73,217,11.7,2.7,"15.8371040724","230",4.8,4.169,"3.4",3.845,NA,111,"0.07","2.99","0.45",80.1,"nd","0.58","0.567","0.15","0.15","0.0445","101","nd","0.0085",18.3,"0.0036","3.51",69.4,"22.4","0.358","2.25","0.453","0.0264","26.1","Storm"
"147","CON",2009-04-28 21:30:00,"17.19","0.958",88.1,8.46,8.65,220,13.3,2.4,"17.0122275385","230",4.3,3.787,"3.4",3.883,NA,110,"0.069","3.08","0.44",79.6,"nd","0.59","0.539","0.14","0.15","0.0458","102","nd","0.0086",18.3,"0.0037","3.55",72.1,"22.2","0.511","3.43","0.556","0.0304","28.1","Storm"
"148","CON",2009-05-26 16:00:00,"20.11","1.175",80.1,7.24,8.27,117,18.3,4.6,"18.0910792265","220",5.5,4.608,"4.4",4.026,NA,126,"0.085","1.9","0.62",70.4,"nd","0.38","0.633","0.19","0.24","0.0587","97.6","2.8","0.006",17.8,"0.0022","3.84",70.1,"22.4","0.749","2.78","0.663","0.0343","26.5","Storm"
"149","CON",2009-05-26 20:30:00,"20.36","1.143",82.5,7.43,0.077,8.39,26.9,5.3,"34.3642611684","210",5.8,4.756,"4.9",4.388,NA,125,"0.083","1.8","0.6",69.3,"nd","0.37","0.767","0.27","0.27","0.07","97","2.4","0.0117",17.7,"0.0024","3.97",71,"23.1","1.16","3.42","1.09","0.053","27","Storm"
"150","CON",2009-05-26 22:30:00,"20.55","1.15",88.3,7.92,8.44,100,48.4,6.8,"80.1792828685","220",6.1,4.889,"5.8",4.611,NA,118,"0.082","2.04","0.58",68.2,"nd","0.4","0.938","0.17","0.44","0.0556","94.1","2.3","0.0124",17.2,"0.0027","3.99",65.8,"20.2","2.43","4.71","2.55","0.144","33","Storm"
"151","CON",2009-05-27 04:00:00,"19.21","1.15",85,7.82,8.5,111,25.3,4.9,"28.9487049263","210",5.7,5.59,"4.8",4.696,NA,137,"0.078","1.97","0.59",64.1,"nd","0.4","0.766","0.17","0.24","0.0604","93.9","1.9","0.0102",17.1,"0.0022","3.69",70.2,"20.4","1.02","3.22","0.944","0.0429","25.2","Storm"
"152","CON",2009-06-10 09:30:00,"19.31","0.964",67.6,6.23,7.95,153,46.1,4.8,"63.6085626911","210",4.4,4.253,"6.1",7.076,NA,115,"0.083","2","0.64",57.5,"nd","0.42","0.928","0.19","0.34","0.0553","84.5","2.2","0.0091",15.4,"0.0016","3.74",68,"21.6","2.11","3.53","2.07","0.101","30.5","Storm"
"153","CON",2009-06-10 11:00:00,"19.33","0.794",86.2,7.93,8.11,150,190.9,11.6,"276.9516728625","180",8.2,8.26,"10.9",7.08,NA,65.5,"0.06","4.02","0.64",50.8,"nd","0.85","2.01","0.2","0.94","0.0774","69.6","3.9","0.0501",12.7,"0.0023","4.48",41.1,"18.4","8.8","12.4","9.45","0.536","62.5","Storm"
"154","CON",2009-06-10 14:00:00,"19.37","0.631",84,7.72,8.06,165,98.8,21.9,"81.650570676","130",6.4,6.406,"10",5.726,NA,78.4,"0.043","2.56","0.59",37.8,"nd","0.54","1.14","0.17","0.43","0.0707","51.9","2.5","0.0531",9.54,"0.0026","3.25",47.8,"16.5","3.02","4.54","2.99","0.158","30.8","Storm"
