site_id,sampling_date,time,flow_cond,temp,sp_cond,do_sat,do,ph,orp,turb,chlor,ssc,alk,doc_r5,doc_awberc,toc_r5,toc_awberc,f,cl,br,no3,o_po4,so4,nh3_n,din,tkn,tdp,tp,al_diss,ca,cu_diss,fe_diss,mg,mn_diss,k,na,zn_diss,al_tr,cu_tr,fe_tr,mn_tr,zn_tr
DRI,12/9/09,3:00,storm,6.66,0.48,108.1,13.21,7.9,127,106.5,9.1,47.82,150,,9.19,,8.39,0.27,30,nd,8.28,0.98,36,nd,1.82,1.17,0.39,0.61,0.18,68,4.3,0.21,8.9,0.05,4.27,15.8,21,2.06,5.93,2.24,0.13,nd
DRI,12/9/09,9:00,storm,7.19,0.48,87.6,10.57,7.95,128,223,9.2,33.73,170,,8.97,,8.34,0.28,28.7,nd,7.63,0.93,38,nd,1.82,1.28,0.37,0.58,0.17,74,4.4,0.21,9.69,0.04,4.57,15.8,22.3,1.93,6.1,2.04,0.1,nd
DRI,4/8/10,18:00,storm,16.67,0.81,98.3,9.55,8.21,30,4.9,3.6,151.4,300,,4.37,,4.46,,55,nd,1.96,n,90.4,nd,0.46,0.76,0.1,0.15,0.08,116,2.5,0.01,21.2,0.02,4.2,35.2,14.4,0.19,2.56,0.15,0.03,18
DRI,4/9/10,1:30,storm,14.52,0.85,72.6,7.38,7.87,22,12.6,5.8,,240,,8.06,,6.26,,49.7,nd,3.49,n,73.5,0.1,0.82,4.38,0.13,3.22,0.08,92.8,3.6,0.02,16.7,0.02,4.14,29.7,14.9,19.2,3.36,33.1,2.03,171
DRI,4/9/10,4:30,storm,13.89,0.87,74.9,7.72,7.88,22,10.3,4.9,,170,,9.83,,7.88,,46.9,nd,4.2,0.52,44.6,0.07,0.98,1.81,0.16,0.52,0.1,61.9,5.7,0.07,9.98,0.02,4.3,31.3,11.9,2.99,9.23,4.23,0.16,31.3
DRI,4/9/10,7:30,storm,13.37,0.87,77.6,8.09,7.91,37,9.4,4.8,,140,,8.68,,7.27,,41.5,nd,2.96,0.67,34.5,0.07,0.7,1.37,0.22,1.31,0.09,62.3,4.3,0.04,10.5,0.01,3.79,43.6,12.7,4.81,10.6,7.18,0.28,41.2
PWR,4/19/05,12:00,base,15.54,0.74,116.9,11.63,8.24,296,12.5,,14,220,5.47,,15.3,,,51.3,0.09,3.17,0.28,40.7,nd,0.7,0.51,0.09,0.12,nd,107,nd,nd,20.3,0.03,3.55,25.2,nd,0.71,nd,0.69,0.09,nd
PWR,5/26/05,9:54,base,13.07,0.8,81.1,8.52,7.52,258,6.9,,1.67,250,16,,20,,,51.4,0.1,4.85,0.57,91.4,nd,1.12,0.73,0.16,0.18,nd,113,nd,nd,20.9,0.07,3.02,25.9,nd,0.29,nd,0.31,0.08,nd
PWR,6/21/05,8:57,base,16.18,0.79,71.3,7,7,326,4.5,,8.8,260,3.3,,3.6,,,48.9,0.13,5.48,0.51,87.3,nd,0.3,0.39,0.16,0.18,nd,113,nd,nd,21.4,0.05,3.56,27.3,nd,0.31,nd,0.3,0.08,nd
PWR,7/26/05,8:53,base,23.1,0.78,68.3,5.83,7.23,218,1.9,,10.8,250,12,,15,,,48.4,0.13,5.57,0.48,83.4,nd,0.44,0.5,0.16,0.16,nd,102,nd,nd,22,0.06,3.66,28,nd,0.25,nd,0.31,0.07,nd
PWR,8/16/05,8:47,base,21.4,0.65,80.7,7.13,7.58,201,23.8,,9,250,16,,18,,,62.4,0.11,3.86,0.62,95,nd,0.92,0.46,0.16,0.2,nd,103,nd,nd,22.7,0.09,4.14,37.8,nd,0.28,nd,0.29,0.12,nd
PWR,9/22/05,9:03,base,17.9,0.73,81.1,7.68,7.74,246,19.5,,13.8,240,11,,17,,,42.7,0.1,3.56,0.51,64.9,nd,0.78,0.48,0.16,0.21,nd,91.3,4.86,0.02,19.9,0.04,3.81,28,12.2,0.94,5.82,0.81,0.06,16.7
PWR,10/31/05,11:05,base,9.58,0.81,66.3,7.53,7.98,250,14.9,,1.67,260,16,,16,,,45.1,0.1,4.32,0.42,72.8,0.06,1.05,0.28,0.21,0.46,0.02,104,nd,nd,21.4,0.05,3.92,29.7,nd,0.48,nd,0.37,0.06,nd
PWR,2/9/06,11:01,base,3.45,0.79,109.6,14.54,8.1,260,4.8,,1.67,230,8.3,,15,,,52.2,0.06,3.54,0.29,83.5,nd,0.81,0.41,0.1,0.13,nd,114,2.82,nd,19.8,0.02,2.71,29.8,7.55,0.04,3.04,0.07,0.03,8.71
PWR,3/20/06,11:37,base,6.49,0.64,119.2,14.63,8.03,256,8.8,,7.8,220,5.2,,12.4,,,37.9,0.06,3.1,0.37,83.1,nd,0.6,0.57,0.06,0.1,nd,98,4.16,nd,17.9,0.02,2.56,21.3,11.1,0.29,4.62,0.41,0.04,32.4
PWR,5/9/06,11:51,base,13.71,0.82,67.3,6.96,7.86,277,12.8,,18.6,250,18,,20.8,,,101,0.09,5.19,0.45,100,nd,1.09,0.48,0.16,0.22,nd,106,3.08,nd,21.8,0.04,2.86,25.2,13.8,0.45,3.42,0.56,0.1,16.9
PWR,6/6/06,11:50,base,16.02,0.43,75.1,7.4,7.8,150,8.8,,1.67,240,10.8,,14.1,,,51.3,0.08,7.52,0.45,90.2,nd,1.09,0.32,0.14,0.18,nd,96.8,1.88,nd,20.1,0.06,2.99,26.7,11.6,0.37,2.36,0.36,0.09,14.5
PWR,7/10/06,12:35,base,18.9,0.89,40.8,3.78,7.31,129,12.8,,7.3,260,18.3,,19.9,,,66.5,0.17,2.08,0.59,107,0.07,0.44,0.4,0.18,0.2,nd,119,3.02,nd,27.6,0.23,3.97,42.7,15.2,0.55,4.3,0.44,0.16,44.8
PWR,8/8/06,11:54,base,22.28,0.75,38,3.29,7.7,274,5.2,,7.3,250,3.7,,12.3,,,58.3,0.13,2.56,0.58,91.3,nd,0.04,0.04,0.23,0.48,nd,103,2.61,nd,22.3,0.17,4.06,38.5,16.5,0.37,2.83,0.34,0.17,18.8
PWR,9/5/06,13:11,base,17.98,0.5,55.6,5.27,7.75,185,15.5,,10.1,240,18.2,,16.2,,,54.3,0.08,4.56,0.47,88.3,nd,1.09,1.06,0.15,0.16,nd,102,nd,nd,21.9,0.06,3.95,30.4,30.3,0.49,1.56,0.42,0.11,34.4
PWR,10/16/06,10:54,base,9.55,0.86,50.6,5.76,7.77,344.2,4.9,,nd,280,16.4,,21.5,,,56.3,0.1,2.77,0.45,94.1,nd,0.62,0.34,0.17,0.18,nd,110,1.43,nd,23.1,0.05,3.78,30.6,51.5,0.08,nd,0.09,0.07,51.1
PWR,11/13/06,11:15,base,8.6,0.75,82,9.6,8.06,328,3.7,,3.13,250,19,,24.6,,,43,0.06,3.41,0.53,69.2,nd,3.74,0.49,0.17,0.22,nd,106,2.41,nd,18.6,0.01,3.42,20.6,54.4,0.15,2.87,0.2,0.03,55.3
PWR,12/5/06,11:45,base,4.42,0.52,100,12.96,8.11,325,15,,nd,250,19.6,,28.7,,,40.6,0.05,4.66,0.46,83.7,nd,1.87,0.5,0.17,0.19,nd,107,1.95,nd,18.6,0.02,3.13,19.2,64.5,0.4,2.04,0.55,0.08,67.1
PWR,1/10/07,12:00,base,5.12,0.57,103,13.06,8.13,311,8.7,,18.76,230,19.1,,26.4,,,32.8,0.06,5.42,0.69,72.3,nd,1.18,0.47,0.16,0.21,nd,100,1.51,0.03,16.6,0.02,2.73,16.4,52.7,0.57,1.43,0.52,0.06,54.7
PWR,3/8/07,11:56,base,4.73,0.83,113,14.58,8.14,231,0,,nd,240,19.8,,21.2,,,71.1,0.08,5.33,0.37,90.4,nd,1.25,0.26,0.46,0.11,nd,106,1.83,0.07,18.6,0.01,2.5,32.4,22.4,0.07,2.17,0.06,0.01,21.2
PWR,4/10/07,9:08,base,6.33,0.8,102.5,12.6,7.6,159,8.5,,7.64,240,21.6,,28,,,63.7,0.09,2.99,0.25,104,nd,0.66,0.31,0.1,0.08,nd,111,nd,0.02,21.9,0.03,2.28,26.3,38.6,0.44,nd,0.35,0.05,38.6
PWR,5/9/07,11:51,base,14.13,0.83,97.5,9.97,8.97,287,25.6,,30.89,260,23.4,,26.1,,,55.3,0.09,4.41,0.38,96.3,0.06,0.96,0.38,0.11,0.2,nd,118,4.59,nd,24.4,0.03,2.63,26.3,39.1,1.82,7.46,1.28,0.12,39.2
PWR,6/13/07,11:42,base,15.95,0.87,78.2,7.63,7.95,203,1.4,,1.94,230,15.9,,18.4,,,64.9,0.11,7.08,0.15,118,nd,1.78,0.29,0.07,0.08,nd,99,1.85,nd,27.8,0,2.9,33.3,14.7,0.09,1.57,0.08,0.01,18.7
PWR,7/18/07,,base,,,,,,,,,-1.53,230,11.8,,10.6,,,65.5,0.12,7.5,0.18,112,0.06,1.72,0.21,nd,0.08,nd,99.1,2.33,nd,28.1,0,3.45,37.2,6.38,0.04,2.11,0.03,0,7.67
PWR,8/1/07,13:43,base,18.76,0.87,83.8,7.77,7.6,278,-0.4,,0.88,220,17.8,,12.9,,,65.3,0.12,6.42,0.18,112,nd,1.53,0.32,0.07,0.09,nd,93.6,3,nd,29.1,0,3.54,34.7,14.7,nd,2.88,28.1,0,15.3
PWR,9/4/07,11:48,base,18.24,0.99,85,8.01,7.55,158,0,,-0.4,250,7.9,,16.4,,,78,0.16,9.84,0.24,145,u,2.08,0.19,0.08,0.08,u,110,4.98,u,32.7,0.01,4.04,40.5,39.2,nd,5.46,0.02,0.01,38.7
PWR,11/5/07,11:55,base,11.91,1.01,81.1,8.69,7.46,-193,3.7,,2.74,230,15.6,,15.7,,,65.9,0.12,11.2,0.21,197,nd,2.71,0.19,nd,nd,nd,127,5.05,nd,28.6,0,3.86,32.7,42.5,nd,5.45,nd,0,53.3
PWR,2/11/08,10:29,base,3.1,0.59,91.4,12.04,8.55,206.8,3.1,,-0.79,220,4.8,,4.3,,,60.8,0.06,10.6,0.36,94.4,nd,2.53,0.4,0.21,0.12,0.04,113,3.8,0.03,19.1,0.01,2.67,28.9,25.6,0.16,4.86,0.13,0.01,26.5
PWR,3/25/08,11:00,base,5.89,0.41,104,12.97,8.09,-199,11,,8.19,180,3.4,,5.7,,,38,0.05,6.76,0.27,62.8,nd,1.45,0.29,0.13,0.15,nd,81.9,2.6,0.05,13.6,0.01,1.84,18.4,9.9,0.75,3.3,0.56,0.02,12.9
PWR,4/16/08,10:30,base,8.82,0.01,99.1,11.5,7.99,-154.3,6.4,,6.39,230,3.3,,3.4,,,44.2,0.06,5,0.25,83.1,nd,1.2,0.3,0.14,0.11,0.04,98.9,1.8,nd,18.3,0,2.12,21.9,7.7,0.43,2.81,0.36,0.02,11.5
PWR,6/9/08,10:18,base,18.13,0.6,90.6,8.5,7.84,-79.5,13.2,,9.05,230,3.3,,3.3,,,29.9,0.06,7.74,0.37,72.3,nd,1.74,0.32,2.44,0.17,0.02,95.3,2,0.02,18.7,0.01,3.78,24.3,6.6,0.45,3.1,0.47,0.02,8.7
PWR,7/30/08,9:50,base,18.53,0.77,,6.07,7.12,168.4,1.5,5.8,-0.8,220,,,,,,46.8,0.09,7.68,0.18,89.6,nd,1.71,0.21,0.07,0.07,nd,83.1,5,0.03,22.5,0,3.05,31.6,9.4,nd,3.19,0.02,0,6.92
PWR,8/12/08,15:19,base,18.01,0.75,85,7.9,7.57,336.9,-0.4,,0,210,2.1,,2.1,,,48.7,0.09,7.24,0.18,93.2,0.05,1.59,0.27,0.07,0.08,nd,87.3,3.5,0.01,23.8,0,3.08,30.5,nd,0.03,3.18,0.02,0,nd
PWR,9/17/08,12:46,base,16.85,0.9,86.5,8.29,7.64,-6.6,0.4,,12.75,230,2.4,,1.9,,,,,,,,nd,1.43,0.26,0.08,0.28,nd,99.4,2,0.01,28.2,0.01,3.36,41,11.8,nd,2.03,0.1,0.01,13.2
PWR,10/15/08,15:19,base,16.53,0.9,67.8,6.6,6.62,28,1.2,,5.14,240,2.2,,2.7,,,68.2,0.14,7.36,0.21,118,nd,1.72,0.24,0.06,0.07,nd,106,3,0.03,28.5,0.02,3.69,45.1,11,0.04,3.28,0.17,0.03,9.56
PWR,12/9/08,12:00,base,8,2.45,104,12.22,7.81,232,88.2,,3.4,210,4.6,3.44,5.8,3.61,,2410,nd,7.38,0.21,144,0.05,1.71,0.24,0.09,0.09,0.06,174,5.8,0.02,32.5,0.01,6.87,1240,20.5,nd,6.01,0.06,0.01,19.8
PWR,1/26/09,13:35,base,2.11,1.21,92.6,12.7,7.57,-43.7,0.2,,5.53,210,3.6,4.17,3.6,4.23,,323,0.11,9.5,0.27,108,nd,2.03,0.39,0.1,0.11,nd,113,5.6,0.01,20.9,0.01,3.6,185,20.5,nd,0.01,0.05,0.01,22
PWR,2/24/09,9:00,base,2.58,0.89,101,13.99,13.66,175.5,-0.2,,1.6,210,3.7,4.62,3.1,4.19,,94.3,0.08,8.08,0.27,88.2,nd,45.4,0.28,0.1,0.08,0.03,101,1.7,0.04,17.7,0.01,2.83,45.3,22.7,0.03,3.27,0.04,0.01,23.5
PWR,3/17/09,13:30,base,8.59,0.84,97,11.29,7.32,348,5.2,,6.45,240,,4.93,,4.76,,81.3,0.08,5.27,0.27,97.5,,1.19,,,,0.03,95.7,1.9,0.01,18,0,3.11,33.6,21.7,0.19,1.71,0.16,0.01,16.6
PWR,4/27/09,10:33,base,13.77,0.54,98.1,10.15,7.67,322,17.8,,17.87,220,,4.97,,4.37,,61.8,0.08,5.18,0.36,88.1,0.08,1.17,0.72,0.12,0.16,nd,96.7,4.4,0.02,18.7,0.01,2.94,29.5,19.7,0.84,4.6,0.75,0.06,18
PWR,5/21/09,,base,17.58,0.84,78.4,7.69,6.5,155,5.2,,2.15,240,3.6,3.4,4,3.84,,60.2,0.08,5.21,0.43,88.4,nd,1.06,0.48,0.15,0.16,nd,112,3.3,0.04,21.4,0.03,3.21,32.6,nd,0.15,3.52,0.17,0.04,nd
PWR,6/9/09,11:40,base,16.32,0.53,89.4,8.72,7.93,158,7.2,,10.23,220,6.3,3.58,5,3.74,,63.5,0.1,6.32,0.35,87.8,nd,1.33,0.48,0.11,0.14,0.06,97.1,3,0.03,22.6,0,3.5,34.2,19.4,0.27,4.4,0.28,0.02,21.5
PWR,7/16/09,,base,,,,,,,,,39.94,240,4.8,2.48,2,2.62,,64.5,nd,5.01,nd,106,nd,1.22,0.4,0.08,0.11,nd,101,1.7,0.02,26.3,0.07,3.04,34.5,24,0.39,4.6,0.48,0.13,27.3
PWR,9/14/09,12:21,base,16.74,0.84,57.9,5.61,7.67,188,193.8,,18.62,230,2.8,3.31,2.9,3.14,,52.5,nd,3.84,nd,88.1,nd,0.99,0.58,0.13,0.18,nd,99.3,5.6,0.01,22.3,0.01,3.32,34.1,7.7,0.29,5.76,0.43,0.04,8.76
PWR,10/6/09,,base,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PWR,7/12/05,21:00,storm,,,,,,,,,nd,240,8.7,,9.8,,,55.9,0.15,5.96,0.25,106,0.09,1.29,0.43,0.13,0.1,nd,101,nd,nd,27,0.02,3.42,28.9,nd,nd,nd,0.04,0.03,nd
PWR,7/13/05,0:00,storm,,,,,,,,,nd,240,8.4,,9,,,51.6,0.16,5.58,0.25,106,nd,1.34,0.52,0.12,0.1,nd,100,nd,0.03,27.6,0.02,3.39,28.8,nd,nd,nd,0.03,0.02,nd
PWR,7/13/05,2:00,storm,,,,,,,,,30.4,140,14,,18,,,40.4,0.1,5.17,0.2,62.4,nd,1.19,1.16,0.11,0.14,nd,62.5,9.19,nd,15.6,0.01,2.58,22.9,nd,0.6,14.3,0.81,0.1,nd
PWR,7/13/05,3:00,storm,,,,,,,,,40,38,5.3,,8.3,,,9.57,nd,1.53,0.07,4.13,0.1,0.34,0.74,0.1,0.18,nd,11.8,nd,nd,1.61,0,nd,6.53,nd,0.94,6.71,1.19,0.11,nd
PWR,7/13/05,4:00,storm,,,,,,,,,79.2,41,4.5,,5.3,,,10.6,nd,2.05,0.18,5.12,nd,0.41,1.1,0.11,0.38,nd,15.5,nd,0.04,2.36,0,nd,7.63,nd,2.97,8.22,3.62,0.21,nd
PWR,7/13/05,6:00,storm,,,,,,,,,71.8,64,6.2,,6.9,,,16.3,nd,2.6,0.24,16,nd,0.61,1.18,0.11,0.31,nd,25.3,5.72,0.05,3.84,0,2.11,11.3,nd,2.28,12.5,2.78,0.19,nd
PWR,7/13/05,8:00,storm,,,,,,,,,68.2,130,9.9,,10,,,32.1,0.07,3.17,0.53,32.7,0.09,0.72,1.21,0.15,0.35,nd,51.1,13.8,0.04,8.35,0.02,3.09,19.7,nd,2.07,25.7,2.57,0.21,nd
PWR,7/13/05,10:00,storm,,,,,,,,,54,130,11,,11,,,28.5,nd,4.11,0.45,33.5,nd,0.62,1.16,0.14,0.3,nd,51.6,16.1,0.04,8.46,0.02,2.83,20.7,nd,1.37,27.1,1.72,0.16,nd
PWR,8/29/05,20:00,storm,,,,,,,,,16.5,39,4.2,,4.2,,,10.9,nd,2.37,0.19,9.04,0.1,0.57,0.73,0.09,0.12,nd,14.4,5.06,nd,1.88,0,1.2,7.98,6.73,0.36,7.15,0.47,0.03,16.2
PWR,8/30/05,11:00,storm,23.1,0.16,111.6,9.55,7.77,173,85.1,,111,60,4.3,,5.3,,,12.3,nd,9.29,0.38,12.4,nd,2.08,1.3,0.12,0.44,nd,21.6,4.51,0.02,2.46,nd,1.98,9.98,5.41,4.02,9.34,4.93,0.17,23.1
PWR,8/30/05,13:00,storm,,,,,,,,,43.5,55,4.2,,5.3,,,10.5,nd,7.98,0.44,13.9,0.09,1.68,1.05,0.14,1.02,0.03,24.4,3.99,0.02,3.06,0,2.05,7.68,15.8,1.19,6.25,1.53,0.09,15.9
PWR,8/30/05,15:00,storm,,,,,,,,,94.6,68,6,,7.3,,,11.7,nd,11.4,0.65,16.3,0.07,2.53,1.47,0.19,0.45,0.03,29.5,4.58,0.02,3.65,0,2.95,7.99,5.96,2.38,8.88,3.1,0.17,21.4
PWR,8/30/05,16:00,storm,,,,,,,,,104,66,6.5,,7.8,,,13.2,nd,14.2,0.83,18.8,0.09,3.12,1.67,0.24,0.5,nd,32.1,4.96,0.02,4.05,0,3.61,7.79,6.78,2.35,8.84,3.01,0.17,18.6
PWR,8/30/05,18:00,storm,,,,,,,,,63.8,79,7.2,,8.6,,,17.7,nd,11.9,0.74,22.1,nd,2.68,2.4,0.22,0.37,0.03,38.2,4.97,0.02,4.91,0,3.68,10.6,6.37,1.33,7.81,1.76,0.13,15.5
PWR,8/30/05,20:00,storm,,,,,,,,,40,120,7.4,,8.2,,,19.9,0.03,10.8,0.8,26.7,0.07,2.55,1.36,0.24,0.35,0.04,52,5.83,0.02,7.25,0,3.64,12.4,9.66,0.87,7.74,1.16,0.14,13.4
PWR,8/30/05,23:00,storm,,,,,,,,,28.4,170,7.8,,9,,,28.7,0.04,11.6,0.98,38.6,0.08,2.75,1.4,0.32,0.39,nd,72.5,6.14,0.03,11.2,0,4.31,17.9,8.98,0.77,9.16,1.08,0.15,14.1
PWR,8/31/05,1:00,storm,,,,,,,,,28.9,190,7.4,,8.5,,,32.5,0.04,10.6,0.96,40.9,0.05,2.49,1.21,0.26,0.36,nd,75.4,6.67,0.03,11.9,0,4.23,19.1,9.51,0.71,14.1,0.95,0.14,17.8
PWR,8/31/05,3:00,storm,,,,,,,,,28.7,150,7.9,,8,,,28.8,0.04,10.7,0.8,37.2,nd,2.37,1.28,0.24,0.3,nd,69.5,8.04,0.01,9.91,0,4.02,18.2,10.5,0.63,8.97,0.83,0.11,13.7
PWR,8/31/05,5:00,storm,,,,,,,,,81.5,94,8.1,,9,,,13.7,nd,9.51,0.78,21.3,0.11,2.37,1.47,0.23,0.39,nd,42.4,5.39,0.02,5.06,0,4.29,8.86,8.29,1.85,7.85,2.44,0.13,16.3
PWR,4/18/06,12:30,storm,15.23,0.63,107.6,10.8,8.09,157,17.1,,24.8,220,11.2,,12.7,,,33.1,0.05,2.37,0.4,64.5,nd,0.5,0.88,0.17,0.3,nd,90,4.67,0.04,15.7,0.04,2.6,18.9,9.76,0.6,5.4,0.64,0.11,12.7
PWR,7/11/06,12:00,storm,,,,,,,,,10.2,73,35,,36,,,20.6,0.05,4.71,0.24,24.2,0.11,1.26,1.32,0.09,0.12,nd,34.7,22,0.03,4.99,0.01,3.5,16.1,18.6,0.27,23.6,0.26,0.03,23.2
PWR,7/11/06,15:00,storm,,,,,,,,,24.9,81,9.4,,10.1,,,23.4,0.06,5.84,0.24,18.5,nd,1.17,0.66,0.38,0.15,nd,31,5.81,nd,4.15,0,2.59,17.8,8.81,1.34,7.96,1.24,0.1,15.9
PWR,7/11/06,16:00,storm,,,,,,,,,16.7,110,10.7,,11.6,,,34.6,0.04,7.9,0.28,32.8,nd,1.79,0.67,0.1,0.14,nd,46.3,6.64,nd,7.04,0,3.67,25.9,12.3,1.26,10.1,1.12,0.06,23.6
PWR,7/11/06,19:00,storm,,,,,,,,,7.1,170,10.4,,12.6,,,43.3,0.02,8.87,0.29,56.1,nd,1.97,0.49,0.09,0.11,nd,71.9,6.36,nd,14.1,0,4.01,29.9,15,0.49,7.3,0.41,0.02,15.2
PWR,7/12/06,1:00,storm,,,,,,,,,nd,200,13.2,,16.7,,,45.5,0.06,7.08,0.28,72.2,nd,1.59,0.48,0.1,0.11,nd,87.8,7.08,nd,17.2,0.01,3.88,29.4,14.3,0.11,6.78,0.11,0.02,14.9
PWR,7/12/06,4:00,storm,,,,,,,,,32.7,240,15.2,,15.5,,,48.8,0.07,6.28,0.3,84.4,0.07,1.45,0.78,0.11,0.14,nd,101,7.39,nd,20.7,0.03,4.29,31.4,15.5,0.48,12.3,0.63,0.09,25.7
PWR,7/12/06,7:00,storm,,,,,,,,,nd,220,17.7,,13.3,,,46.4,0.07,6.88,0.34,75.7,nd,1.54,0.53,0.1,0.11,nd,93.1,6.46,nd,19.3,0.01,4.09,30.2,15.3,0.08,7.67,0.08,0.02,17.6
PWR,7/12/06,9:00,storm,,,,,,,,,195,72,7.6,,6.9,,,29.8,0.05,3.5,0.24,13.4,0.81,0.76,1.32,0.09,0.53,nd,21.5,2.53,0.02,3,0,1.83,9.01,nd,12,16.5,8.61,0.63,37.8
PWR,9/12/06,2:18,storm,21.1,0.44,96.1,8.54,8.21,254,73.7,,114,120,101,,96.5,,,31.5,0.03,0.06,nd,55.8,0.85,2.94,5.74,0.41,0.91,0.06,56.2,33.8,0.12,9.58,0.08,11.1,21.3,65.3,2.64,44.7,3.13,0.3,126
PWR,9/12/06,3:15,storm,20.66,0.31,86.1,7.72,7.93,274,13,,14.1,77,14.1,,63.8,,,15.7,nd,8.85,0.19,34.1,0.57,2.28,3.01,0.21,0.32,0.06,41.2,22.7,0.06,5.93,0.04,6.35,12,40.1,0.44,26,0.54,0.06,51.5
PWR,9/12/06,7:15,storm,21.75,0.13,100.1,8.79,8.19,270,16.7,,11.6,44,8.6,,9.1,,,6.79,nd,2.8,nd,11.2,0.29,0.7,0.61,0.08,0.11,0.04,15.1,3.72,0.04,1.61,0,1.41,5.38,15.8,0.53,6.45,0.54,0.03,32.3
PWR,9/12/06,11:15,storm,21.34,0.15,101.4,8.98,8.12,273,38.6,,30,51,9.8,,8.9,,,8.17,nd,3.43,0.37,13.3,0.18,0.82,0.98,0.14,0.24,0.04,19.9,1.76,0.03,2.4,0,2.13,5.55,9.56,0.98,3.13,1.12,0.07,17.1
PWR,9/12/06,13:15,storm,21.06,0.3,101.2,9,8.11,282,78.5,,108,93,15.7,,17.2,,,14.6,nd,13.6,1.13,24.4,0.23,3.14,1.89,0.39,0.75,0.04,41,2.92,0.05,5.62,0,5.03,8.14,15.4,2.57,8.91,3.01,0.26,32
PWR,9/12/06,19:15,storm,21.25,0.56,97.9,8.67,8.25,328,20,,23.2,180,18.5,,18.8,,,32.5,0.03,11.2,0.98,44.1,0.16,2.62,1.33,0.36,0.41,0.03,75.6,3.3,0.02,11.9,0.02,4.6,17,27.5,0.71,5.47,0.89,0.11,30.7
PWR,2/20/07,12:50,storm,1.28,0.72,106,15,7.76,322,20,,25.84,63,12.9,,16.7,,,242,0.05,4.1,0.89,22.6,0.67,0.96,2.56,0.32,0.41,0.03,36.9,5.53,0.03,4.62,0.02,6.91,128,21,1.25,7.37,1.28,0.15,39.6
PWR,3/1/07,10:21,storm,4.4,0.64,98.6,12.7,8.02,325,23.2,,,nd,11.1,,14,,,97.4,0.04,4.09,0.31,38.7,0.1,0.93,0.63,0.15,0.18,0.06,51.1,4.43,0.06,7.18,0.02,2.27,51.5,22.1,1.24,5.73,0.87,0.04,29.3
PWR,3/1/07,11:51,storm,4.09,0.71,101,13.19,7.97,322,19,,,nd,11.8,,15.6,,,95.2,0.04,4.99,0.42,49.6,nd,1.15,0.65,0.18,0.21,nd,66.4,2.7,0.03,9.65,0.03,2.54,48.9,21.4,1.1,3.09,0.75,0.04,25.7
PWR,3/1/07,14:35,storm,4.09,0.69,99.4,12.97,7.93,308,11.5,,,9.2,11.8,,17,,,83.7,0.04,5.46,0.36,55.1,nd,1.27,0.6,0.15,0.22,nd,70.9,1.43,0.03,11.1,0.04,2.43,36.7,24.5,0.71,2.59,0.52,0.05,30.5
PWR,3/14/07,4:45,storm,,,,,,,,,,97,32.8,,40,,,503,0.07,5.24,0.27,42.9,,,4.05,0.14,1.04,0.04,38.2,2.26,0.05,5.06,0.02,3.44,287,14.2,8.78,57.1,9.86,0.86,179
PWR,3/14/07,7:08,storm,,,,,,,,,,170,24.5,,27.2,,,551,0.1,5.78,0.29,69.6,,,1.23,0.11,0.13,0.06,93.8,6.89,0.02,13.9,0.01,4.38,291,23.2,0.72,8.55,0.49,0.03,25.2
PWR,3/16/07,6:49,storm,6.95,0.82,111.7,13.54,7.93,274,98,28.1,,49,8.3,,9.5,,,80.3,0.02,5.84,0.2,19.1,0.43,1.36,2.1,0.09,0.56,nd,15.7,7.2,nd,1.89,0,1.37,49.2,nd,3.56,21.2,5.68,0.39,71.2
PWR,3/16/07,8:54,storm,6.84,0.82,111.4,13.54,7.93,273,19.3,23.5,,100,11.4,,10.9,,,135,0.03,3.11,0.32,30.5,0.12,0.69,0.68,0.12,0.23,0.03,43.7,4.08,nd,5.93,0.01,2.36,72.3,nd,2.6,5.9,1.97,0.06,17.4
PWR,3/16/07,10:54,storm,6.78,0.81,112.1,13.65,7.94,274,11.8,21.4,,100,10.3,,10.3,,,107,0.03,3.06,0.34,27.2,0.15,0.7,0.72,0.14,0.22,0.03,43.6,3.79,0.02,5.8,0.01,2.32,59.6,6.66,2.04,4.95,1.55,0.05,11.2
PWR,3/16/07,12:54,storm,6.79,0.81,112.4,13.68,7.92,275,12.8,23.1,,180,17.1,,17,,,134,0.05,5.12,0.38,61,0.07,1.16,0.7,0.14,0.24,nd,83.5,3.97,nd,12.8,0.01,2.95,66.7,20,1.14,5.33,0.98,0.06,14.9
PWR,3/16/07,14:54,storm,6.69,0.81,112.6,13.74,7.95,273,12.7,23.8,,210,15.4,,18.8,,,112,0.06,4.6,0.33,71.8,nd,1.04,0.66,0.1,0.19,0.04,94.3,3.21,0.02,15.5,0.01,2.91,55.2,29.4,1.39,4.46,0.99,0.08,28.3
PWR,4/3/07,17:00,storm,14.15,0.83,91.6,9.38,7.95,217,19.2,3.8,,250,18.7,,30.1,,,67,0.09,2.88,0.27,105,nd,0.68,0.51,0.1,0.18,nd,110,1.9,nd,21.2,0.01,2.54,28,29.4,1.23,nd,1.39,0.14,37.8
PWR,4/3/07,19:00,storm,17.57,0.12,98.3,9.39,8,165,81.9,8.7,,42,7.4,,9.5,,,13.3,nd,1.67,0.24,11.7,0.41,0.39,2.01,0.1,0.43,0.04,13,3.66,0.04,1.64,0,1.43,7.03,9.31,2.58,10.5,3,0.23,46.5
